,EventId,EventTemplate
1477,e7462446,sshd[20331]: <*> <*> <*> closed by remote <*>
1478,caa3306d,sshd[20353]: <*> <*> <*> closed by remote <*>
1479,e894a2dc,sshd[20359]: <*> <*> <*> closed by remote <*>
1480,319ff9dd,sshd[20380]: <*> <*> <*> closed by remote <*>
1481,910726ef,sshd[20426]: <*> <*> <*> closed by remote <*>
1482,b0c10246,sshd[20458]: <*> <*> <*> closed by remote <*>
1483,cc581652,sshd[20509]: <*> <*> <*> closed by remote <*>
1484,6ba9abbf,sshd[20514]: <*> <*> <*> closed by remote <*>
1485,52e03be2,sshd[20521]: <*> <*> <*> closed by remote <*>
1486,8c63cc34,sshd[20546]: <*> <*> <*> closed by remote <*>
1487,f46b94e3,sshd[20558]: <*> <*> <*> closed by remote <*>
1488,aa406ad5,sshd[20641]: <*> <*> <*> closed by remote <*>
1489,5c23a82d,sshd[20690]: <*> <*> <*> closed by remote <*>
1490,05bab256,sshd[26417]: <*> <*> <*> closed by remote <*>
1491,7a0575ef,sshd[20717]: <*> <*> <*> closed by remote <*>
1492,b1b5705c,sshd[20729]: <*> <*> <*> closed by remote <*>
1493,94a9242a,sshd[20751]: <*> <*> <*> closed by remote <*>
1494,92f13b5c,sshd[20757]: <*> <*> <*> closed by remote <*>
1495,76e66d80,sshd[20762]: <*> <*> <*> closed by remote <*>
1496,73bebf75,sshd[20768]: <*> <*> <*> closed by remote <*>
1497,01f822ad,sshd[20774]: <*> <*> <*> closed by remote <*>
1498,f5731835,sshd[20779]: <*> <*> <*> closed by remote <*>
1499,c0439125,sshd[20785]: <*> <*> <*> closed by remote <*>
1500,f4ff1775,sshd[20791]: <*> <*> <*> closed by remote <*>
1501,113f5e2a,sshd[20796]: <*> <*> <*> closed by remote <*>
1502,72788c31,sshd[20802]: <*> <*> <*> closed by remote <*>
1503,192aa119,sshd[20936]: <*> <*> <*> closed by remote <*>
1504,c2e6144b,sshd[20941]: <*> <*> <*> closed by remote <*>
1505,24be4c6a,sshd[20946]: <*> <*> <*> closed by remote <*>
1506,63e1e02b,sshd[20953]: <*> <*> <*> closed by remote <*>
1507,df234bf9,sshd[21088]: <*> <*> <*> closed by remote <*>
1508,3d28249b,sshd[21093]: <*> <*> <*> closed by remote <*>
1509,73d85236,sshd[21098]: <*> <*> <*> closed by remote <*>
1510,65ba5993,sshd[21105]: <*> <*> <*> closed by remote <*>
1511,b30d3706,sshd[21161]: <*> <*> <*> closed by remote <*>
1512,d941de6f,sshd[21167]: <*> <*> <*> closed by remote <*>
1513,8f8bd65c,sshd[21172]: <*> <*> <*> closed by remote <*>
1514,67052c12,sshd[21178]: <*> <*> <*> closed by remote <*>
1515,7071f2f5,sshd[21184]: <*> <*> <*> closed by remote <*>
1516,9f3e8f94,sshd[21189]: <*> <*> <*> closed by remote <*>
1517,f3423b63,sshd[21195]: <*> <*> <*> closed by remote <*>
1518,afd918ba,sshd[21201]: <*> <*> <*> closed by remote <*>
1519,5e10bc76,sshd[21206]: <*> <*> <*> closed by remote <*>
1520,dc169d8c,sshd[21212]: <*> <*> <*> closed by remote <*>
1521,5b92c38b,sshd[21378]: <*> <*> <*> closed by remote <*>
1522,fd62a569,sshd[21383]: <*> <*> <*> closed by remote <*>
1523,ebde2d58,sshd[21388]: <*> <*> <*> closed by remote <*>
1524,2665e080,sshd[21395]: <*> <*> <*> closed by remote <*>
1525,9ea39cd8,kernel: Bootdata ok (command line is ro root=LABEL=/ tsc )
1526,579e89b5,kernel: <*> HostTXDS[1] RXcsums[1] LinkChgREG[0] MIirq[0] <*> Split[0] WireSpeed[1] TSOcap[0]
1527,1ca1c29d,kernel: <*> Tigon3 [partno(349321-001) rev 2100 PHY(5704)] (PCIX:100MHz:64-bit) 10/100/1000BaseT Ethernet <*>
1528,207d9d3f,"kernel: ip_conntrack version 2.1 (8192 buckets, 65536 max) - 448 bytes per conntrack"
1529,9db13702,"kernel: tg3.c:v3.6RH (June 12, 2004)"
1530,aa541633,kernel: tg3: <*> Flow control is off for TX and off for RX.
1531,3e0f7f20,"kernel: tg3: <*> Link is up at 1000 Mbps, full duplex."
1532,a821d557,xinetd[2376]: removing <*>
1533,d07b20ae,kernel: All bugs added by David S. Miller <#523#@#524#>
1534,6e78c304,sshd[29800]: <*> <*> <*> closed by remote <*>
1535,a942ec8a,sshd[4006]: <*> <*> <*> closed by remote <*>
1536,566e3966,sshd[4053]: <*> <*> <*> closed by remote <*>
1537,c0244195,sshd[4098]: <*> <*> <*> closed by remote <*>
1538,d084943f,"<*> <*> from=<#7#@#11#>, <*> nrcpt=1 (queue active)"
1539,5c313803,sshd[31756]: <*> <*> <*> closed by remote <*>
1540,02941ff3,sshd[25744]: <*> <*> <*> closed by remote <*>
1541,9b3d2c49,sshd[26792]: <*> <*> <*> closed by remote <*>
1542,e893d452,sshd[1675]: <*> <*> <*> closed by remote <*>
1543,870f87c3,xinetd[2333]: removing <*>
1544,0294b401,hpasm: [ OK
1545,1646ed2e,sshd[3522]: <*> <*> <*> closed by remote <*>
1546,9c1433a7,sshd[3544]: <*> <*> <*> closed by remote <*>
1547,88e5d0da,xinetd[2228]: Starting reconfiguration
1548,8282b9a0,xinetd[2228]: readjusting service <*>
1549,dbc36594,xinetd[2228]: removing <*>
1550,3c26ceb7,xinetd[2228]: Reconfigured: new=0 old=4 dropped=0 (services)
1551,bb5619c2,xinetd[7746]: removing <*>
1552,b81230a0,nfs: <*> <*> succeeded
1553,defd2a93,kernel: nfsd: last server has exited
1554,2bb4d488,kernel: nfsd: unexporting all filesystems
1555,97850be7,exportfs: Assuming default behaviour ('sync').
1556,d17995af,exportfs: NOTE: this default has changed from previous versions
1557,8e20ede1,exportfs: exportfs: /etc/exports <*> No 'sync' or 'async' option specified for export <*>
1558,54f4f10b,<*> /etc/exports <*> No 'sync' or 'async' option specified for export <*> Assuming default behaviour ('sync'). NOTE: this default has changed from previous versions
1559,6ca1a35e,nfs: Shutting down NFS services: succeeded
1560,11ac4d5c,nfs: Starting NFS services: succeeded
1561,e0c8036a,sshd[29471]: <*> <*> <*> closed by remote <*>
1562,c6491f98,xinetd[7746]: START: <*> <*> from=<*>
1563,6f3eb1d4,postfix/pickup[2447]: 48DD0E5BCB: uid=16229 from=<#179#>
1564,e4a546e2,dhcpd: DHCPREQUEST for <*> from <*> via <*> unknown lease <*>.
1565,730b0994,kernel: Bootdata ok (command line is ro root=LABEL=/ tsc --append <*>
1566,cd40994f,kernel: Kernel command line: ro root=LABEL=/ tsc --append <*>
1567,b51284f1,xinetd[2344]: removing <*>
1568,b0557b59,xinetd[2352]: removing <*>
1569,34e85f59,sshd[3938]: <*> <*> <*> closed by remote <*>
1570,eb40cef2,sshd[3541]: <*> <*> <*> closed by remote <*>
1571,f2298029,crontab[12770]: (#1#) LIST (#1#)
1572,0cd725ef,rpc.mountd: refused <*> request from <*> for <*> (/): no export entry
1573,15f6f541,"<*> >> mount: <*> failed, reason given by server: Permission denied"
1574,a98fc463,<*> mount(nfs): nfs: mount failure <*> on <*>
1575,ecdb722b,<*> >> mount: RPC: Program not registered
1576,10edd777,"exportfs: exportfs: shpnfs,sadmin2 has non-inet addr"
1577,9b214f2c,"exportfs[13031]: shpnfs,sadmin2 has non-inet addr"
1578,737ccfdd,<*> syslog-ng version 1.6.3 going down
1579,a21e264b,ACPI: BIOS passes blacklist
1580,01848113,ACPI: <*> (v001 HP <*> <*> @ <*>
1581,daa3d20c,ACPI: <*> <*> HP P52 00000.00002) @ <*>
1582,3d296a8d,ACPI: LAPIC <*> <*> enabled)
1583,45dd1947,ACPI: LAPIC <*> <*> disabled)
1584,02f2aa8e,ACPI: Local APIC address 0xfee00000
1585,119b245b,ACPI: RSDP (v002 HP ) @ 0x00000000000f4f20
1586,6dc36b09,BIOS-e820: <*> - <*> (usable)
1587,0f5f997d,BIOS-e820: <*> - <*> (reserved)
1588,5209b517,BIOS-e820: 000000007fff3000 - 000000007fffb000 (ACPI data)
1589,8c537990,BIOS-provided physical RAM map:
1590,4a490489,Bootdata ok (command line is ro root=LABEL=/ tsc)
1591,7d6d9f23,Bootmem setup node 0 0000000000000000-000000007fff3000
1592,f59543f8,Faking a node at 0000000000000000-000000007fff3000
1593,1053613a,Linux version 2.4.21-20.EL (#528#@#529#) (gcc version 3.2.3 20030502 (Red Hat Linux 3.2.3-42)) #1 SMP Wed Aug 18 20:34:58 EDT 2004
1594,1defbcf1,No NUMA configuration found
1595,caf681fe,On node 0 totalpages: 524275
1596,e212140e,Processor <*> 15:3 APIC version 16
1597,4b0b870f,found SMP MP-table at 000f4fa0
1598,a5954c4a,"hm, page <*> reserved twice."
1599,41c3f00b,kernel direct mapping tables upto 10100000000 @ 8000-d000
1600,444bcb3a,ok
1601,719b3780,setting up node 0 0-7fff3
1602,7ae7e1fa,syslog-ng: syslog-ng startup succeeded
1603,5ea1a925,<*> syslog-ng version 1.6.3 starting
1604,dbfe0dfa,zone(0): 4096 pages.
1605,2c3d2a5f,zone(1): 520179 pages.
1606,93b206ed,zone(2): 0 pages.
1607,66d79013,.... IRQ redirection table:
1608,6c706324,.... register <*> <*>
1609,4a832a66,....... : <*> APIC <*> <*>
1610,277cdec6,....... : PRQ implemented: 1
1611,dd607f40,....... : arbitration: <*>
1612,af087f43,....... : max redirection entries: 0017
1613,ff694100,.................................... done.
1614,f41ae330,..TIMER: vector=0x31 pin1=2 pin2=0
1615,627a0e12,<*> 000 00 1 0 0 0 0 0 0 00
1616,067c02bf,<*> -> <*> -> vector <*> -> IRQ <*>
1617,4342f3fd,<*> 00F 0F <*> <*> 0 0 0 1 1 <*>
1618,e31b9ec2,802.1Q VLAN Support v1.8 Ben Greear <#65#@#66#>
1619,331ea28c,ACPI: INT_SRC_OVR (bus[0] <*> <*> polarity[0x1] <*>
1620,482f6e0c,ACPI: IOAPIC (id[0x08] address[0xfec00000] global_irq_base[0x0])
1621,b632c0b8,ACPI: IOAPIC (id[0x09] address[0xfec10000] global_irq_base[0x18])
1622,4c8580a0,ACPI: IOAPIC (id[0x0a] address[0xfec82000] global_irq_base[0x30])
1623,7d4c02dc,ACPI: IOAPIC (id[0x0b] address[0xfec82100] global_irq_base[0x48])
1624,3c9bd707,ACPI: Interpreter enabled
1625,ceadc02e,ACPI: LAPIC_NMI (acpi_id[0xff] polarity[0x0] trigger[0x0] lint[0x1])
1626,259c2bd2,ACPI: PCI Interrupt Link <*> (IRQs <*> <*> 10 11)
1627,6aedba7a,"ACPI: PCI Interrupt Link <*> (IRQs 5 7 10 11, disabled)"
1628,aa83e515,ACPI: PCI Interrupt Link <*> enabled at IRQ <*>
1629,b1ecff3c,ACPI: PCI Interrupt Routing Table <*>
1630,a3516ae4,ACPI: PCI Root Bridge [PCI0] (00:00)
1631,5a043b5a,ACPI: Subsystem revision 20030619
1632,013ea869,ACPI: System [ACPI] (supports S0 S4 S5)
1633,aebadbc0,ACPI: Using IOAPIC for interrupt routing
1634,b2aa5b28,Adding Swap: 4096296k swap-space (priority -1)
1635,835c986c,Based upon Swansea University Computer Society NET3.039
1636,0494f8ed,Booting processor <*> rip 6000 page <*>
1637,3bc9dbbd,Broadcom Gigabit Ethernet Driver bcm5700 with Broadcom NIC Extension (NICE) ver. 7.2.24e (04/23/04)
1638,f51386c8,"Buffer cache hash table entries: 131072 (order: 8, 1024 KB)"
1639,5631e1ce,<*> Intel(R) Xeon(TM) CPU 3.40GHz stepping 04
1640,f6f6d0cb,"CPU0<T0:2000128,T1:1600096,D:5,S:400027,C:2000135>"
1641,170d68f9,"CPU1<T0:2000128,T1:1200064,D:10,S:400027,C:2000135>"
1642,fccfc94b,"CPU2<T0:2000128,T1:800032,D:15,S:400027,C:2000135>"
1643,14b89acd,"CPU3<T0:2000128,T1:400016,D:4,S:400027,C:2000135>"
1644,690cd72e,CPU: Physical Processor ID: <*>
1645,4b09c643,CPU: Trace cache: 12K uops<6>CPU: L2 cache: 1024K
1646,14468f3f,Calibrating delay loop... 6789.52 BogoMIPS
1647,a5b547df,Console: colour VGA+ 80x25
1648,96be8ae8,"Dentry cache hash table entries: 262144 (order: 10, 4096 KB)"
1649,cab279f3,Detected 12.500 MHz APIC timer.
1650,7f1ad35a,ENABLING IO-APIC IRQs
1651,b5a727d7,"EXT3 FS 2.4-0.9.19, 19 August 2002 on <*> internal journal"
1652,4cafd46e,"EXT3-fs: cciss0(104,2): 1 orphan inode deleted"
1653,4a70f4fa,"EXT3-fs: cciss0(104,2): orphan cleanup on readonly fs"
1654,09cd9ade,EXT3-fs: mounted filesystem with ordered data mode.
1655,bdb7ce49,EXT3-fs: recovery complete.
1656,5010d502,Freeing unused kernel memory: 228k freed
1657,66d9df0a,HP CISS Driver (v 2.4.52.RH1)
1658,f28d2faa,Hugetlbfs mounted.
1659,8068d7d2,"IA32 emulation $Id: sys_ia32.c,v 1.56 2003/04/10 10:45:37 ak Exp $"
1660,cbd5f6c4,ICH5: IDE controller at PCI slot 00:1f.1
1661,c2a4a74d,ICH5: Not fully BIOS configured!
1662,de2bc571,ICH5: chipset revision 2
1663,f44f6953,ICH5: not 100% native mode: #43# probe irqs later
1664,e5232362,IO APIC <*>
1665,25d86281,"IO-APIC (apicid-pin) 8-0, 8-16, 8-17, 8-18, 8-19, 8-20, 8-21, 8-22, 8-23, 9-0, 9-1, 9-2, 9-3, 9-4, 9-5, 9-6, 9-7, 9-8, 9-9, 9-10, 9-11, 9-12, 9-13, 9-14, 9-15, 9-16, 9-17, 9-18, 9-19, 9-20, 9-21, 9-22, 9-23, 10-0, 10-1, 10-2, 10-3, 10-4, 10-5, 10-6, 10-7, 10-8, 10-9, 10-10, 10-11, 10-12, 10-13, 10-14, 10-15, 10-16, 10-17, 10-18, 10-19, 10-20, 10-21, 10-22, 10-23, 11-0, 11-1, 11-2, 11-3, 11-4, 11-5, 11-6, 11-7, 11-8, 11-9, 11-10, 11-11, 11-12, 11-13, 11-14, 11-15, 11-16, 11-17, 11-18, 11-19, 11-20, 11-21, 11-22, 11-23 not connected."
1666,76ec028a,<*> Assigned apic_id <*>
1667,efb2cf51,<*> Set PCI routing entry <*> -> <*> -> IRQ <*> Mode:1 Active:1
1668,94133633,"<*> apic_id <*> version 32, address <*> IRQ <*>"
1669,bead8958,"IP: routing cache hash table of 8192 buckets, 128Kbytes"
1670,9dee656f,IRQ to pin mappings:
1671,179ef322,IRQ0 -> 0:2
1672,fc147e82,IRQ1 -> 0:1
1673,18f44100,IRQ10 -> 0:10
1674,5472adcf,IRQ11 -> 0:11
1675,a0fab68b,IRQ12 -> 0:12
1676,30cdd823,IRQ13 -> 0:13
1677,30c74977,IRQ14 -> 0:14
1678,d2d0a97f,IRQ15 -> 0:15
1679,9552a3da,IRQ3 -> 0:3
1680,bf1a643c,IRQ4 -> 0:4
1681,42fa370f,IRQ5 -> 0:5
1682,05c5e482,IRQ6 -> 0:6
1683,eea880c5,IRQ7 -> 0:7
1684,34f6b7b2,IRQ8 -> 0:8
1685,5e696e8c,IRQ9 -> 0:9
1686,1cf019dc,Initializing <*>
1687,2b566107,Initializing Cryptographic API
1688,870ea4b7,Initializing <*> netlink socket
1689,15b92a8c,"Inode cache hash table entries: 131072 (order: 9, 2048 KB)"
1690,53650236,Intel machine check architecture supported.
1691,82fa90e1,Intel machine check reporting enabled on <*>
1692,a5838b46,Journalled Block Device driver loaded
1693,baac31ce,Kernel command line: ro root=LABEL=/ tsc
1694,470d161e,Linux IP multicast router 0.06 plus PIM-SM
1695,c0c0ef8b,Linux NET4.0 for Linux 2.4
1696,29a92b7c,Linux agpgart interface v0.99 (c) Jeff Hartmann
1697,1c0193ab,"Memory: 2023004k/2097100k available (1807k kernel code, 0k reserved, 1870k data, 228k init)"
1698,2237d528,Monitor/Mwait feature present.
1699,b0a57c71,"Mount cache hash table entries: 256 (order: 0, 4096 bytes)"
1700,3dfad019,NET4: Frame Diverter 0.46
1701,71737d86,NET4: Linux TCP<*> for NET4.0
1702,13b38702,NET4: Unix domain sockets 1.0<*>
1703,25d25116,NR Log Phy Mask Trig IRR Pol Stat Dest Deli Vect:
1704,939b764a,PCI-DMA: Disabling IOMMU.
1705,7b03e1f3,PCI: 00:1d.7 PCI cache line size corrected to 64.
1706,d383b3e2,PCI: 00:1d.7 PCI cache line size set incorrectly (0 bytes) by BIOS/FW.
1707,915882e3,PCI: Device 00:1f.1 not available because of resource collisions
1708,f674e6aa,PCI: Ignoring BAR0-3 of IDE controller 00:1f.1
1709,41ed2983,PCI: Setting latency timer of device <*> to 64
1710,4aacee6a,PCI: Using ACPI for IRQ routing
1711,607eef3d,PCI: Using configuration type 1
1712,60696e47,POSIX conformance testing by UNIFIX
1713,5539e6a4,"Page-cache hash table entries: 524288 (order: 10, 4096 KB)"
1714,7727d856,"Page-pin hash table entries: 131072 (order: 7, 512 KB)"
1715,54ea5f1e,Partition check:
1716,fd01e6c3,Pin <*> already programmed
1717,5298f4d0,RAMDISK driver initialized: 256 RAM disks of 8192K size 1024 blocksize
1718,2baa413e,RAMDISK: Compressed image found at block 0
1719,09b3b426,Real Time Clock Driver v1.10e
1720,f43374b4,SCSI subsystem driver Revision: 1.00
1721,51fa85ee,Serial driver version 5.05c (2001-07-08) with MANY_PORTS MULTIPORT SHARE_IRQ SERIAL_PCI SERIAL_ACPI enabled
1722,f092ee42,Starting kswapd
1723,94df6775,Starting migration thread for cpu <*>
1724,892c3001,TCP: Hash tables configured (established 262144 bind 65536)
1725,98908df9,"Total HugeTLB memory allocated, 0"
1726,9b66ce29,Total of 4 processors activated (27158.11 BogoMIPS).
1727,70da9d14,Uniform Multi-Platform E-IDE driver Revision: 7.00beta4-2.4
1728,cd364792,Using ACPI (MADT) for SMP configuration information
1729,7ccebfbe,Using local APIC timer interrupts.
1730,117e55e7,VFS: Disk quotas vdquot_6.5.1
1731,26dd0661,VFS: Mounted root (ext2 filesystem).
1732,07268cef,agpgart: Maximum main memory to use for agp memory: 1919M
1733,609c36d8,agpgart: no supported devices found.
1734,0db416f6,aio_setup: num_physpages = 131068
1735,984e87d4,aio_setup: sizeof(struct page) = 104
1736,903f7630,audit subsystem ver 0.1 initialized
1737,0cdacbe3,bcm5700: <*> NIC Link is <*> <*> Mbps full duplex
1738,c0d44257,"blk: queue ffffffff805847e0, I/O limit 17592186044415Mb (mask 0xffffffffffffffff)"
1739,4f99474f,blocks= 142253280 block_size= 512
1740,6d002673,cciss/c0d0: p1 p2 p3 p4 < p5 p6 >
1741,8a140bef,cciss: Device 0x46 has been found at bus 2 dev 1 func 0
1742,f621c16a,checking TSC synchronization across CPUs: passed.
1743,d9965596,cpu: <*> clocks: <*> slice: <*>
1744,5c9a9284,cpu_sibling_map[0] = 1
1745,71d14473,cpu_sibling_map[1] = 0
1746,da042063,cpu_sibling_map[2] = 3
1747,dea2db55,cpu_sibling_map[3] = 2
1748,88474e9c,divert: allocating divert_blk for <*>
1749,864d659c,ehci-hcd 00:1d.7: PCI device 8086:25ad (Intel Corp.)
1750,ba28d390,"ehci-hcd 00:1d.7: USB 2.0 enabled, EHCI 1.00, driver 2003-Jan-22"
1751,6924889a,ehci-hcd 00:1d.7: enabled 64bit PCI DMA
1752,88170b23,"ehci-hcd 00:1d.7: irq 23, pci mem ffffff0000026000"
1753,4f0e0dd8,<*> Broadcom BCM5704 Integrated Copper transceiver found
1754,1b77f6c4,<*> HP NC7782 Gigabit Server Adapter found at mem <*> IRQ <*> node addr <*>
1755,cead4127,"<*> Scatter-gather ON, 64-bit DMA ON, Tx Checksum ON, Rx Checksum ON, 802.1Q VLAN ON, NAPI ON"
1756,00c1a991,ext3_orphan_cleanup: deleting unreferenced inode <*>
1757,ed1cb1d6,"hda: DV-28E-C, ATAPI CD/DVD-ROM drive"
1758,35a893fe,"heads= 255, sectors= 32, cylinders= 17433 RAID 1(0+1)"
1759,d4df6f6c,hid-core.c: USB HID support drivers
1760,53dd26a2,"hid-core.c: v1.8.1 Andreas Gal, Vojtech Pavlik <#64#@suse.cz>"
1761,12f57678,hub.c: <*> ports detected
1762,bb269383,hub.c: USB hub found
1763,03a92354,ide-floppy driver 0.99.newide
1764,c0a419d9,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14"
1765,dc64cabd,<*> BM-DMA at <*> BIOS settings: <*> <*>
1766,b79529df,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
1767,0fd5f64c,init IO_APIC IRQs
1768,6427c534,ip_tables: (C) 2000-2002 Netfilter core team
1769,14adadc3,kjournald starting. Commit interval 5 seconds
1770,e2b0670d,mapping <*> runqueue to <*> runqueue.
1771,71372c58,md: ... autorun DONE.
1772,38fe4fa3,md: Autodetecting RAID arrays.
1773,b5e84bfb,md: autorun ...
1774,7ca9033b,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27"
1775,28d86c57,mice: PS/2 mouse device common for all mice
1776,fbea30b2,mtrr: probably your BIOS does not setup all CPUs
1777,907692f1,mtrr: v2.02 (20020716))
1778,3792bfdd,mtrr: your CPUs had inconsistent fixed MTRR settings
1779,37ef30ec,number of IO-APIC <*> registers: 24.
1780,8063f18c,number of MP IRQ sources: 16.
1781,8ec5d802,per-CPU timeslice cutoff: 5119.51 usecs.
1782,71529e36,pty: 2048 Unix98 ptys configured
1783,402b297a,register_serial(): autoconfig failed
1784,8d63d681,task migration cache decay timeout: 10 msecs.
1785,22561ea1,testing the IO APIC.......................
1786,8973acb2,time.c: Detected <*> MHz <*> timer.
1787,6930e9cd,time.c: Using PIT/TSC based timekeeping.
1788,e2bc8301,<*> at <*> (irq = <*> is a 16550A
1789,e4cffc80,usb-uhci.c: $Revision: 1.275 $ time 20:45:33 Aug 18 2004
1790,9d9df3c6,usb-uhci.c: Detected 2 ports
1791,465fa098,usb-uhci.c: High bandwidth mode enabled
1792,5112aac7,usb-uhci.c: USB UHCI at I/O <*> IRQ <*>
1793,4f96f7ac,usb-uhci.c: v1.275:USB Universal Host Controller Interface driver
1794,9b355a45,"usb.c: new USB bus registered, assigned bus number <*>"
1795,640286f4,usb.c: registered new driver <*>
1796,40e48e2c,Audit daemon registered (process <*>
1797,1d996caa,"mount: mount: <*> failed, reason given by server: Permission denied"
1798,d4e0629b,netfs: Mounting NFS filesystems: <*>
1799,06825620,ACPI: Power Button (FF) [PWRF]
1800,2e634fd7,xinetd[2087]: removing <*>
1801,79c35053,maui: WARNING: cannot load checkpoint file '<*>
1802,32506d91,hpasm: Hint: Install your distribution's compatibility
1803,5cb215d6,"hpasm: The binary ""<*>"
1804,6ab78c6f,hpasm: hpasm: Server Management is not fully enabled
1805,84799eb7,"hpasm: standard C++ library, often called compat-libstdc++."
1806,f98325ef,"PBS_Server: Connection refused (111) in contact_sched, Could not contact Scheduler - port 15004"
1807,4d63c8a5,pbs_server: pbs_server <*> succeeded
1808,a6953f17,"pbs_mom: No child processes (10) in is_update_stat, cannot specify protocol version"
1809,c10ae106,"pbs_mom: No child processes (10) in is_update_stat, cannot specify protocol"
1810,33377c29,bcm5700: <*> NIC Link is <*>
1811,effca23b,network: <*> <*> loopback interface: succeeded
1812,dc8e56cb,network: Setting network parameters: succeeded
1813,ac4e02ae,network: <*> <*> interface <*> succeeded
1814,aafa8e92,sysctl: <*> = <*>
1815,a08ed7c4,"PBS_Server: Network is unreachable (101) in contact_sched, Could not contact Scheduler - port 15004"
1816,044f6390,<*> <*> Invalid argument
1817,80a831dd,ntpd[2102]: Connection re-established to <*>
1818,6245153c,sendmail: <*> <*> succeeded
1819,17a240f1,"sendmail[2328]: /etc/aliases: 70 aliases, longest 23 bytes, 706 bytes total"
1820,a7ee50c0,sendmail[2328]: alias database /etc/aliases rebuilt by root
1821,ed15e32a,sendmail[2337]: error: safesasl(<*> failed: Group writable directory
1822,b14ad1af,<*> starting daemon (8.12.11): <*>
1823,de5c8abc,"kernel: Uhhuh. NMI received. Dazed and confused, but trying to continue"
1824,a6b27e1d,kernel: You probably have a hardware problem with your RAM chips
1825,669b9c75,nagios: Error: Failed to grab configuration information for retention data
1826,73b2beed,nagios: Finished daemonizing... (New PID=23114)
1827,e0ba2c88,nagios: Nagios 1.2 starting... <*>
1828,eadcdcf3,nagios: Warning: Could not get <*> entry for 'nagios'
1829,72846e60,nagios: Warning: Host <*> has no services associated with it!
1830,cadc18c4,nagios: Warning: Host <*> is not a member of any host groups!
1831,59c2fc73,nagios: HOST ALERT: <*> output!)
1832,0b7c2f2b,nagios: SERVICE ALERT: <*> code of 127 is out of bounds - plugin may be missing)
1833,c92873c1,"nagios: Warning: Attempting to execute the command ""<*> -c 5000.0,100% -p 1"" resulted in a return code of 127. Make sure the script or binary you are trying to execute actually exists..."
1834,90947c56,nagios: Warning: Return code of 127 for check of service 'PING' on host <*> was out of bounds. Make sure the plugin you're trying to run actually exists.
1835,033b9118,nagios: No lock file found in <*>
1836,737578f6,nagios: <*> network monitor: nagios
1837,ee9e334e,nrpe: nrpe <*> succeeded
1838,108ba03f,umount: Bad UMNT RPC: RPC: Timed out
1839,54fbecd9,rc: Stopping <*> <*>
1840,f5e89092,"nagios: Warning: Attempting to execute the command ""<*> -w 3000.0,80% -c 5000.0,100% -p 1"" resulted in a return code of 127. Make sure the script or binary you are trying to execute actually exists..."
1841,8070a963,<*> assertion failed. .<*> (m->root)
1842,a111b4ec,umount: Cannot MOUNTPROG RPC (tcp): RPC: Remote system error - Connection timed out
1843,4312f90d,mount: mount: mount point <*> does not exist
1844,010cda11,<*> too many recvbufs allocated (43)
1845,39aa22df,xinetd[2265]: removing <*>
1846,25623e97,<*> Starting up daemon
1847,6f13b145,<*> Warning: Could not get <*> entry for 'nagios'
1848,0b231453,<*> NOQUEUE: SYSERR(root): <*> line <*> fileclass: cannot open <*> Group writable directory
1849,658bc3f5,hpasm: Can not start <*> (snmpd is not running)
1850,a5b3ba6d,nagios: Bailing out due to errors encountered while running the pre-flight check. Run Nagios from the command line with the -v option to verify your config before restarting. <*>
1851,cb4a25a5,nagios: Error: Cannot open resource file '<*> for reading!
1852,4bd550be,nagios: Error: Dependent service specified in service dependency for service 'Website <*> on host 'nt1' is not defined anywhere!
1853,db19d7f6,nagios: Error: Service dependency definition for service 'Website <*> on host 'nt1' is circular (it depends on itself)!
1854,b9c9f7ed,nagios: Error: Service specified in service dependency for service 'Website <*> on host 'nt1' is not defined anywhere!
1855,542d5295,nagios: su:
1856,6784a0be,nagios: user nagios does not exist
1857,9292fd40,rc: Starting <*> failed
1858,68b4c876,sendmail:
1859,401d05be,sendmail: <*> <*> failed
1860,b4d1d24a,xinetd[2269]: removing <*>
1861,a0803642,sendmail: <*> line 528: fileclass: cannot open '/etc/mail/trusted-users': Group writable directory
1862,2e40739c,mount: mount: RPC: Remote system error - Connection timed out
1863,26979caa,"nagios: Caught SIGTERM, shutting down..."
1864,217a80ef,nagios: Successfully shutdown... (PID=23114)
1865,bedb1304,kernel: flushing ide devices:
1866,1b35da80,kernel: md: stopping all md devices.
1867,e338e82f,kernel: System halted.
1868,43124e4d,"kernel: bond0: link status definitely down for interface eth1, disabling it<6>bond0: link status definitely down for interface eth0, disabling it<6>bond0: now running without any active interface !"
1869,f44b6402,kernel: bonding: Warning: No 802.3ad response from the link partner for any adapters in the bond
1870,bcd35e5d,httpd: httpd <*> succeeded
1871,54f3296f,named: succeeded
1872,e75d29b8,<*> shutting down: flushing changes
1873,d334fa1b,<*> exiting
1874,11aba73e,<*> no longer listening on <*>
1875,12107345,<*> stopping command channel on <*>#953
1876,0afb8d00,gmetad: gmetad <*> succeeded
1877,d88b17ac,sshd[5371]: <*> <*> <*> closed by remote <*>
1878,47e8de14,sshd[5425]: <*> <*> <*> closed by remote <*>
1879,f2f505b1,sshd[6177]: <*> <*> <*> closed by remote <*>
